"hgnc_symbol"	"h_entrez_id"	"mgi_symbol"	"mgi_accession_id"	"ensembl_gene_id"
"PRDX4"	10549	"Prdx4"	"MGI:1859815"	"ENSG00000123131"
"PRDX5"	25824	"Prdx5"	"MGI:1859821"	"ENSG00000126432"
"PRDX6"	9588	"Prdx6"	"MGI:894320"	"ENSG00000117592"
"PRDX6"	9588	"Prdx6b"	"MGI:1336888"	"ENSG00000117592"
"PREB"	10113	"Preb"	"MGI:1355326"	"ENSG00000138073"
"PRELID1"	27166	"Prelid1"	"MGI:1913744"	"ENSG00000169230"
"PRELID2"	153768	"Prelid2"	"MGI:1924869"	"ENSG00000186314"
"PRELID3A"	10650	"Prelid3a"	"MGI:2442865"	"ENSG00000141391"
"PRELID3B"	51012	"Prelid3b"	"MGI:1913640"	"ENSG00000101166"
"PRELP"	5549	"Prelp"	"MGI:2151110"	"ENSG00000188783"
"PREP"	5550	"Prep"	"MGI:1270863"	"ENSG00000085377"
"PREPL"	9581	"Prepl"	"MGI:2441932"	"ENSG00000138078"
"PREX1"	57580	"Prex1"	"MGI:3040696"	"ENSG00000124126"
"PREX2"	80243	"Prex2"	"MGI:1923385"	"ENSG00000046889"
"PRF1"	5551	"Prf1"	"MGI:97551"	"ENSG00000180644"
"PRG2"	5553	"Prg2"	"MGI:103294"	"ENSG00000186652"
"PRG3"	10394	"Prg3"	"MGI:1858200"	"ENSG00000156575"
"PRG4"	10216	"Prg4"	"MGI:1891344"	"ENSG00000116690"
"PRICKLE1"	144165	"Prickle1"	"MGI:1916034"	"ENSG00000139174"
"PRICKLE2"	166336	"Prickle2"	"MGI:1925144"	"ENSG00000163637"
"PRICKLE3"	4007	"Prickle3"	"MGI:1859635"	"ENSG00000012211"
"PRICKLE4"	29964	"Prickle4"	"MGI:2685785"	"ENSG00000278224"
"PRIM1"	5557	"Prim1"	"MGI:97757"	"ENSG00000198056"
"PRIM2"	5558	"Prim2"	"MGI:97758"	"ENSG00000146143"
"PRIMA1"	145270	"Prima1"	"MGI:1926097"	"ENSG00000274089"
"PRIMA1"	145270	"Prima1"	"MGI:1926097"	"ENSG00000175785"
"PRIMPOL"	201973	"Primpol"	"MGI:3603756"	"ENSG00000164306"
"PRKAA1"	5562	"Prkaa1"	"MGI:2145955"	"ENSG00000132356"
"PRKAA2"	5563	"Prkaa2"	"MGI:1336173"	"ENSG00000162409"
"PRKAB1"	5564	"Prkab1"	"MGI:1336167"	"ENSG00000111725"
"PRKAB2"	5565	"Prkab2"	"MGI:1336185"	"ENSG00000131791"
"PRKACA"	5566	"Prkaca"	"MGI:97592"	"ENSG00000288516"
"PRKACA"	5566	"Prkaca"	"MGI:97592"	"ENSG00000072062"
"PRKACB"	5567	"Prkacb"	"MGI:97594"	"ENSG00000142875"
"PRKAG1"	5571	"Prkag1"	"MGI:108411"	"ENSG00000181929"
"PRKAG2"	51422	"Prkag2"	"MGI:1336153"	"ENSG00000106617"
"PRKAG3"	53632	"Prkag3"	"MGI:1891343"	"ENSG00000115592"
"PRKAR1A"	5573	"Prkar1a"	"MGI:104878"	"ENSG00000108946"
"PRKAR1B"	5575	"Prkar1b"	"MGI:97759"	"ENSG00000188191"
"PRKAR2A"	5576	"Prkar2a"	"MGI:108025"	"ENSG00000114302"
"PRKAR2B"	5577	"Prkar2b"	"MGI:97760"	"ENSG00000284096"
"PRKAR2B"	5577	"Prkar2b"	"MGI:97760"	"ENSG00000005249"
"PRKCA"	5578	"Prkca"	"MGI:97595"	"ENSG00000154229"
"PRKCB"	5579	"Prkcb"	"MGI:97596"	"ENSG00000166501"
"PRKCD"	5580	"Prkcd"	"MGI:97598"	"ENSG00000163932"
"PRKCE"	5581	"Prkce"	"MGI:97599"	"ENSG00000171132"
"PRKCG"	5582	"Prkcg"	"MGI:97597"	"ENSG00000126583"
"PRKCH"	5583	"Prkch"	"MGI:97600"	"ENSG00000027075"
"PRKCI"	5584	"Prkci"	"MGI:99260"	"ENSG00000163558"
"PRKCQ"	5588	"Prkcq"	"MGI:97601"	"ENSG00000065675"
"PRKCSH"	5589	"Prkcsh"	"MGI:107877"	"ENSG00000130175"
"PRKCZ"	5590	"Prkcz"	"MGI:97602"	"ENSG00000067606"
"PRKD1"	5587	"Prkd1"	"MGI:99879"	"ENSG00000184304"
"PRKD2"	25865	"Prkd2"	"MGI:2141917"	"ENSG00000105287"
"PRKD3"	23683	"Prkd3"	"MGI:1922542"	"ENSG00000115825"
"PRKDC"	5591	"Prkdc"	"MGI:104779"	"ENSG00000253729"
"PRKG1"	5592	"Prkg1"	"MGI:108174"	"ENSG00000185532"
"PRKG2"	5593	"Prkg2"	"MGI:108173"	"ENSG00000138669"
"PRKN"	5071	"Prkn"	"MGI:1355296"	"ENSG00000185345"
"PRKRA"	8575	"Prkra"	"MGI:1344375"	"ENSG00000180228"
"PRKRIP1"	79706	"Prkrip1"	"MGI:1914051"	"ENSG00000128563"
"PRKX"	5613	"Prkx"	"MGI:1309999"	"ENSG00000183943"
"PRKY"	5616	"Prkx"	"MGI:1309999"	"ENSG00000099725"
"PRL"	5617	"Prl"	"MGI:97762"	"ENSG00000172179"
"PRLH"	51052	"Prlh"	"MGI:3644668"	"ENSG00000071677"
"PRLHR"	2834	"Prlhr"	"MGI:2135956"	"ENSG00000119973"
"PRLR"	5618	"Prlr"	"MGI:97763"	"ENSG00000113494"
"PRM1"	5619	"Prm1"	"MGI:97765"	"ENSG00000175646"
"PRM2"	5620	"Prm2"	"MGI:97766"	"ENSG00000122304"
"PRM3"	58531	"Prm3"	"MGI:106601"	"ENSG00000178257"
"PRMT1"	3276	"Prmt1"	"MGI:107846"	"ENSG00000126457"
"PRMT2"	3275	"Prmt2"	"MGI:1316652"	"ENSG00000160310"
"PRMT3"	10196	"Prmt3"	"MGI:1919224"	"ENSG00000185238"
"PRMT5"	10419	"Prmt5"	"MGI:1351645"	"ENSG00000100462"
"PRMT6"	55170	"Prmt6"	"MGI:2139971"	"ENSG00000198890"
"PRMT7"	54496	"Prmt7"	"MGI:2384879"	"ENSG00000132600"
"PRMT8"	56341	"Prmt8"	"MGI:3043083"	"ENSG00000111218"
"PRMT9"	90826	"Prmt9"	"MGI:2142651"	"ENSG00000164169"
"PRND"	23627	"Prn"	"MGI:97767"	"ENSG00000171864"
"PRND"	23627	"Prnd"	"MGI:1346999"	"ENSG00000171864"
"PRNP"	5621	"Prnp"	"MGI:97769"	"ENSG00000171867"
"PROB1"	389333	"Prob1"	"MGI:2686460"	"ENSG00000228672"
"PROC"	5624	"Proc"	"MGI:97771"	"ENSG00000115718"
"PROCA1"	147011	"Proca1"	"MGI:1918274"	"ENSG00000167525"
"PROCR"	10544	"Procr"	"MGI:104596"	"ENSG00000101000"
"PRODH"	5625	"Prodh"	"MGI:97770"	"ENSG00000277196"
"PRODH"	5625	"Prodh"	"MGI:97770"	"ENSG00000100033"
"PRODH2"	58510	"Prodh2"	"MGI:1929093"	"ENSG00000250799"
"PROK1"	84432	"Prok1"	"MGI:2180370"	"ENSG00000143125"
"PROK2"	60675	"Prok2"	"MGI:1354178"	"ENSG00000163421"
"PROKR1"	10887	"Prokr1"	"MGI:1929676"	"ENSG00000169618"
"PROKR2"	128674	"Prokr2"	"MGI:2181363"	"ENSG00000101292"
"PROM1"	8842	"Prom1"	"MGI:1100886"	"ENSG00000007062"
"PROM2"	150696	"Prom2"	"MGI:2138997"	"ENSG00000155066"
"PROP1"	5626	"Prop1"	"MGI:109330"	"ENSG00000274382"
"PROP1"	5626	"Prop1"	"MGI:109330"	"ENSG00000280635"
"PROP1"	5626	"Prop1"	"MGI:109330"	"ENSG00000175325"
"PRORP"	9692	"Prorp"	"MGI:1913382"	"ENSG00000100890"
"PRORSD1P"	344405	"Prorsd1"	"MGI:1915189"	"ENSG00000162997"
"PROS1"	5627	"Pros1"	"MGI:1095733"	"ENSG00000184500"
"PROSER1"	80209	"Proser1"	"MGI:1919933"	"ENSG00000120685"
"PROSER2"	254427	"Proser2"	"MGI:2442238"	"ENSG00000148426"
"PROSER3"	148137	"Proser3"	"MGI:2681861"	"ENSG00000167595"
"PROX1"	5629	"Prox1"	"MGI:97772"	"ENSG00000117707"
"PROX2"	283571	"Prox2"	"MGI:1920672"	"ENSG00000119608"
"PROZ"	8858	"Proz"	"MGI:1860488"	"ENSG00000126231"
"PRPF18"	8559	"Prpf18"	"MGI:1914479"	"ENSG00000165630"
"PRPF19"	27339	"Prpf19"	"MGI:106247"	"ENSG00000110107"
"PRPF3"	9129	"Prpf3"	"MGI:1918017"	"ENSG00000117360"
"PRPF31"	26121	"Prpf31"	"MGI:1916238"	"ENSG00000274651"
"PRPF31"	26121	"Prpf31"	"MGI:1916238"	"ENSG00000275885"
"PRPF31"	26121	"Prpf31"	"MGI:1916238"	"ENSG00000275117"
"PRPF31"	26121	"Prpf31"	"MGI:1916238"	"ENSG00000277953"
"PRPF31"	26121	"Prpf31"	"MGI:1916238"	"ENSG00000276421"
"PRPF31"	26121	"Prpf31"	"MGI:1916238"	"ENSG00000274144"
"PRPF31"	26121	"Prpf31"	"MGI:1916238"	"ENSG00000274894"
"PRPF31"	26121	"Prpf31"	"MGI:1916238"	"ENSG00000277154"
"PRPF31"	26121	"Prpf31"	"MGI:1916238"	"ENSG00000277707"
"PRPF31"	26121	"Prpf31"	"MGI:1916238"	"ENSG00000105618"
"PRPF38A"	84950	"Prpf38a"	"MGI:1916962"	"ENSG00000134748"
"PRPF38B"	55119	"Prpf38b"	"MGI:1914171"	"ENSG00000134186"
"PRPF39"	55015	"Prpf39"	"MGI:104602"	"ENSG00000185246"
"PRPF4"	9128	"Prpf4"	"MGI:1917302"	"ENSG00000136875"
"PRPF40A"	55660	"Prpf40a"	"MGI:1860512"	"ENSG00000196504"
"PRPF40B"	25766	"Prpf40b"	"MGI:1925583"	"ENSG00000110844"
"PRPF4B"	8899	"Prpf4b"	"MGI:109584"	"ENSG00000112739"
"PRPF6"	24148	"Prpf6"	"MGI:1922946"	"ENSG00000101161"
"PRPF8"	10594	"Prpf8"	"MGI:2179381"	"ENSG00000274442"
"PRPF8"	10594	"Prpf8"	"MGI:2179381"	"ENSG00000174231"
"PRPH"	5630	"Prph"	"MGI:97774"	"ENSG00000135406"
"PRPH2"	5961	"Prph2"	"MGI:102791"	"ENSG00000112619"
"PRPS1"	5631	"Prps1"	"MGI:97775"	"ENSG00000147224"
"PRPS1L1"	221823	"Prps1l1"	"MGI:1922706"	"ENSG00000229937"
"PRPS2"	5634	"Prps2"	"MGI:97776"	"ENSG00000101911"
"PRPSAP1"	5635	"Prpsap1"	"MGI:1915013"	"ENSG00000161542"
"PRPSAP2"	5636	"Prpsap2"	"MGI:2384838"	"ENSG00000141127"
"PRR11"	55771	"Prr11"	"MGI:2444496"	"ENSG00000068489"
"PRR12"	57479	"Prr12"	"MGI:2679002"	"ENSG00000126464"
"PRR13"	54458	"Prr13"	"MGI:1913401"	"ENSG00000205352"
"PRR14"	78994	"Prr14"	"MGI:2384565"	"ENSG00000156858"
"PRR14L"	253143	"Prr14l"	"MGI:2443658"	"ENSG00000183530"
"PRR15"	222171	"Prr15"	"MGI:1925254"	"ENSG00000176532"
"PRR15L"	79170	"Prr15l"	"MGI:2387599"	"ENSG00000167183"
"PRR16"	51334	"Prr16"	"MGI:1918623"	"ENSG00000184838"
"PRR18"	285800	"Prr18"	"MGI:2443403"	"ENSG00000176381"
"PRR19"	284338	"Prr19"	"MGI:3648539"	"ENSG00000188368"
"PRR22"	163154	"Prr22"	"MGI:2685392"	"ENSG00000212123"
"PRR23A"	729627	"7420426K07Rik"	"MGI:3588253"	"ENSG00000206260"
"PRR23A"	729627	"Prr23a1"	"MGI:3645743"	"ENSG00000206260"
"PRR23A"	729627	"Prr23a2"	"MGI:3645937"	"ENSG00000206260"
"PRR23A"	729627	"Prr23a3"	"MGI:1919229"	"ENSG00000206260"
"PRR23B"	389151	"7420426K07Rik"	"MGI:3588253"	"ENSG00000184814"
"PRR23B"	389151	"Prr23a1"	"MGI:3645743"	"ENSG00000184814"
"PRR23B"	389151	"Prr23a2"	"MGI:3645937"	"ENSG00000184814"
"PRR23B"	389151	"Prr23a3"	"MGI:1919229"	"ENSG00000184814"
"PRR23C"	389152	"7420426K07Rik"	"MGI:3588253"	"ENSG00000233701"
"PRR23C"	389152	"Prr23a1"	"MGI:3645743"	"ENSG00000233701"
"PRR23C"	389152	"Prr23a2"	"MGI:3645937"	"ENSG00000233701"
"PRR23C"	389152	"Prr23a3"	"MGI:1919229"	"ENSG00000233701"
"PRR27"	401137	"Prr27"	"MGI:1921029"	"ENSG00000282868"
"PRR27"	401137	"Prr27"	"MGI:1921029"	"ENSG00000187533"
"PRR29"	92340	"Prr29"	"MGI:1922823"	"ENSG00000224383"
"PRR3"	80742	"Prr3"	"MGI:1922460"	"ENSG00000223887"
"PRR3"	80742	"Prr3"	"MGI:1922460"	"ENSG00000228186"
"PRR3"	80742	"Prr3"	"MGI:1922460"	"ENSG00000223766"
"PRR3"	80742	"Prr3"	"MGI:1922460"	"ENSG00000233564"
"PRR3"	80742	"Prr3"	"MGI:1922460"	"ENSG00000229202"
"PRR3"	80742	"Prr3"	"MGI:1922460"	"ENSG00000206491"
"PRR3"	80742	"Prr3"	"MGI:1922460"	"ENSG00000204576"
"PRR30"	339779	"Prr30"	"MGI:1923877"	"ENSG00000186143"
"PRR32"	100130613	"Prr32"	"MGI:1916050"	"ENSG00000183631"
"PRR33"	102724536	"Prr33"	"MGI:3642289"	"ENSG00000288160"
"PRR33"	102724536	"Prr33"	"MGI:3642289"	"ENSG00000283787"
"PRR35"	146325	"A930017K11Rik"	"MGI:2442713"	"ENSG00000161992"
"PRR36"	80164	"Prr36"	"MGI:3605626"	"ENSG00000183248"
"PRR4"	11272	"Gm8882"	"MGI:3645847"	"ENSG00000263247"
"PRR4"	11272	"Gm8882"	"MGI:3645847"	"ENSG00000282269"
"PRR4"	11272	"Gm8882"	"MGI:3645847"	"ENSG00000111215"
"PRR4"	11272	"Prb1"	"MGI:2681872"	"ENSG00000263247"
"PRR4"	11272	"Prb1"	"MGI:2681872"	"ENSG00000282269"
"PRR4"	11272	"Prb1"	"MGI:2681872"	"ENSG00000111215"
"PRR4"	11272	"Prh1"	"MGI:97773"	"ENSG00000263247"
"PRR4"	11272	"Prh1"	"MGI:97773"	"ENSG00000282269"
"PRR4"	11272	"Prh1"	"MGI:97773"	"ENSG00000111215"
"PRR4"	11272	"Prp2"	"MGI:1932491"	"ENSG00000263247"
"PRR4"	11272	"Prp2"	"MGI:1932491"	"ENSG00000282269"
"PRR4"	11272	"Prp2"	"MGI:1932491"	"ENSG00000111215"
"PRR4"	11272	"Prpmp5"	"MGI:1927478"	"ENSG00000263247"
"PRR4"	11272	"Prpmp5"	"MGI:1927478"	"ENSG00000282269"
"PRR4"	11272	"Prpmp5"	"MGI:1927478"	"ENSG00000111215"
"PRR5"	55615	"Prr5"	"MGI:1924714"	"ENSG00000186654"
"PRR5-ARHGAP8"	553158	"Arhgap8"	"MGI:1920417"	"ENSG00000248405"
"PRR5L"	79899	"Prr5l"	"MGI:1919696"	"ENSG00000135362"
"PRR7"	80758	"Prr7"	"MGI:3487246"	"ENSG00000131188"
"PRR9"	574414	"Prr9"	"MGI:1925680"	"ENSG00000203783"
"PRRC1"	133619	"Prrc1"	"MGI:1916106"	"ENSG00000164244"
"PRRC2A"	7916	"Prrc2a"	"MGI:1915467"	"ENSG00000231370"
"PRRC2A"	7916	"Prrc2a"	"MGI:1915467"	"ENSG00000226618"
"PRRC2A"	7916	"Prrc2a"	"MGI:1915467"	"ENSG00000206427"
"PRRC2A"	7916	"Prrc2a"	"MGI:1915467"	"ENSG00000225748"
"PRRC2A"	7916	"Prrc2a"	"MGI:1915467"	"ENSG00000231825"
"PRRC2A"	7916	"Prrc2a"	"MGI:1915467"	"ENSG00000225164"
"PRRC2A"	7916	"Prrc2a"	"MGI:1915467"	"ENSG00000204469"
"PRRC2B"	84726	"Prrc2b"	"MGI:1923304"	"ENSG00000288701"
"PRRC2C"	23215	"Prrc2c"	"MGI:1913754"	"ENSG00000117523"
"PRRG1"	5638	"Prrg1"	"MGI:1917364"	"ENSG00000130962"
"PRRG2"	5639	"Prrg2"	"MGI:1929596"	"ENSG00000126460"
"PRRG3"	79057	"Prrg3"	"MGI:2685214"	"ENSG00000130032"
"PRRG4"	79056	"Prrg4"	"MGI:2442211"	"ENSG00000135378"
"PRRT1"	80863	"Prrt1"	"MGI:1932118"	"ENSG00000229071"
"PRRT1"	80863	"Prrt1"	"MGI:1932118"	"ENSG00000225141"
"PRRT1"	80863	"Prrt1"	"MGI:1932118"	"ENSG00000238056"
"PRRT1"	80863	"Prrt1"	"MGI:1932118"	"ENSG00000235956"
"PRRT1"	80863	"Prrt1"	"MGI:1932118"	"ENSG00000227122"
"PRRT1"	80863	"Prrt1"	"MGI:1932118"	"ENSG00000206331"
"PRRT1"	80863	"Prrt1"	"MGI:1932118"	"ENSG00000229488"
"PRRT1"	80863	"Prrt1"	"MGI:1932118"	"ENSG00000204314"
"PRRT1B"	642515	"Gm13420"	"MGI:3649917"	"ENSG00000283526"
"PRRT2"	112476	"Prrt2"	"MGI:1916267"	"ENSG00000167371"
"PRRT3"	285368	"Prrt3"	"MGI:2444810"	"ENSG00000163704"
"PRRT4"	401399	"Prrt4"	"MGI:2141677"	"ENSG00000224940"
"PRRX1"	5396	"Prrx1"	"MGI:97712"	"ENSG00000116132"
"PRRX2"	51450	"Prrx2"	"MGI:98218"	"ENSG00000167157"
"PRSS1"	5644	"Gm10334"	"MGI:3641889"	"ENSG00000274247"
"PRSS1"	5644	"Gm10334"	"MGI:3641889"	"ENSG00000204983"
"PRSS1"	5644	"Gm5771"	"MGI:3646222"	"ENSG00000274247"
"PRSS1"	5644	"Gm5771"	"MGI:3646222"	"ENSG00000204983"
"PRSS1"	5644	"Prss1"	"MGI:98839"	"ENSG00000274247"
"PRSS1"	5644	"Prss1"	"MGI:98839"	"ENSG00000204983"
"PRSS1"	5644	"Prss2"	"MGI:102759"	"ENSG00000274247"
"PRSS1"	5644	"Prss2"	"MGI:102759"	"ENSG00000204983"
"PRSS1"	5644	"Prss3"	"MGI:102758"	"ENSG00000274247"
"PRSS1"	5644	"Prss3"	"MGI:102758"	"ENSG00000204983"
"PRSS1"	5644	"Try10"	"MGI:3687012"	"ENSG00000274247"
"PRSS1"	5644	"Try10"	"MGI:3687012"	"ENSG00000204983"
"PRSS1"	5644	"Try4"	"MGI:102757"	"ENSG00000274247"
"PRSS1"	5644	"Try4"	"MGI:102757"	"ENSG00000204983"
"PRSS1"	5644	"Try5"	"MGI:102756"	"ENSG00000274247"
"PRSS1"	5644	"Try5"	"MGI:102756"	"ENSG00000204983"
"PRSS12"	8492	"Prss12"	"MGI:1100881"	"ENSG00000164099"
"PRSS16"	10279	"Prss16"	"MGI:1859181"	"ENSG00000112812"
"PRSS2"	5645	"Gm10334"	"MGI:3641889"	"ENSG00000282049"
"PRSS2"	5645	"Gm10334"	"MGI:3641889"	"ENSG00000275896"
"PRSS2"	5645	"Gm5771"	"MGI:3646222"	"ENSG00000282049"
"PRSS2"	5645	"Gm5771"	"MGI:3646222"	"ENSG00000275896"
"PRSS2"	5645	"Prss1"	"MGI:98839"	"ENSG00000282049"
"PRSS2"	5645	"Prss1"	"MGI:98839"	"ENSG00000275896"
"PRSS2"	5645	"Prss2"	"MGI:102759"	"ENSG00000282049"
"PRSS2"	5645	"Prss2"	"MGI:102759"	"ENSG00000275896"
"PRSS2"	5645	"Prss3"	"MGI:102758"	"ENSG00000282049"
"PRSS2"	5645	"Prss3"	"MGI:102758"	"ENSG00000275896"
"PRSS2"	5645	"Try10"	"MGI:3687012"	"ENSG00000282049"
"PRSS2"	5645	"Try10"	"MGI:3687012"	"ENSG00000275896"
"PRSS2"	5645	"Try4"	"MGI:102757"	"ENSG00000282049"
"PRSS2"	5645	"Try4"	"MGI:102757"	"ENSG00000275896"
"PRSS2"	5645	"Try5"	"MGI:102756"	"ENSG00000282049"
"PRSS2"	5645	"Try5"	"MGI:102756"	"ENSG00000275896"
"PRSS21"	10942	"Prss21"	"MGI:1916698"	"ENSG00000282838"
"PRSS21"	10942	"Prss21"	"MGI:1916698"	"ENSG00000007038"
"PRSS22"	64063	"Prss22"	"MGI:1918085"	"ENSG00000282937"
"PRSS22"	64063	"Prss22"	"MGI:1918085"	"ENSG00000005001"
"PRSS23"	11098	"Prss23"	"MGI:1923703"	"ENSG00000150687"
"PRSS27"	83886	"Prss27"	"MGI:2450123"	"ENSG00000172382"
"PRSS29P"	123787	"Prss29"	"MGI:2149952"	"ENSG00000196364"
"PRSS3"	5646	"Gm10334"	"MGI:3641889"	"ENSG00000010438"
"PRSS3"	5646	"Gm5771"	"MGI:3646222"	"ENSG00000010438"
"PRSS3"	5646	"Prss1"	"MGI:98839"	"ENSG00000010438"
"PRSS3"	5646	"Prss2"	"MGI:102759"	"ENSG00000010438"
"PRSS3"	5646	"Prss3"	"MGI:102758"	"ENSG00000010438"
"PRSS3"	5646	"Try10"	"MGI:3687012"	"ENSG00000010438"
"PRSS3"	5646	"Try4"	"MGI:102757"	"ENSG00000010438"
"PRSS3"	5646	"Try5"	"MGI:102756"	"ENSG00000010438"
"PRSS30P"	124221	"Prss30"	"MGI:1353645"	"ENSG00000283070"
"PRSS30P"	124221	"Prss30"	"MGI:1353645"	"ENSG00000291300"
"PRSS30P"	124221	"Prss30"	"MGI:1353645"	"ENSG00000172460"
"PRSS33"	260429	"Prss33"	"MGI:2661234"	"ENSG00000103355"
"PRSS35"	167681	"Prss35"	"MGI:2444800"	"ENSG00000146250"
"PRSS36"	146547	"Prss36"	"MGI:1924863"	"ENSG00000178226"
"PRSS37"	136242	"Prss37"	"MGI:1914940"	"ENSG00000165076"
"PRSS38"	339501	"Prss38"	"MGI:2685095"	"ENSG00000185888"
"PRSS3P2"	154754	"Gm10334"	"MGI:3641889"	"ENSG00000282667"
"PRSS3P2"	154754	"Gm5771"	"MGI:3646222"	"ENSG00000282667"
"PRSS3P2"	154754	"Prss1"	"MGI:98839"	"ENSG00000282667"
"PRSS3P2"	154754	"Prss2"	"MGI:102759"	"ENSG00000282667"
"PRSS3P2"	154754	"Prss3"	"MGI:102758"	"ENSG00000282667"
"PRSS3P2"	154754	"Try10"	"MGI:3687012"	"ENSG00000282667"
"PRSS3P2"	154754	"Try4"	"MGI:102757"	"ENSG00000282667"
"PRSS3P2"	154754	"Try5"	"MGI:102756"	"ENSG00000282667"
"PRSS40A"	150527	"Prss40"	"MGI:1270857"	"ENSG00000290614"
"PRSS40A"	150527	"Prss40"	"MGI:1270857"	"ENSG00000183292"
"PRSS40B"	646743	"Prss40"	"MGI:1270857"	"ENSG00000184761"
"PRSS41"	360226	"Prss41"	"MGI:1918253"	"ENSG00000215148"
"PRSS42P"	339906	"Prss42"	"MGI:2665280"	"ENSG00000178055"
"PRSS43P"	100288960	"Prss43"	"MGI:2684822"	"ENSG00000286651"
"PRSS44P"	729756	"Prss44"	"MGI:1920586"	"ENSG00000226074"
"PRSS45P"	377047	"Prss45"	"MGI:3605764"	"ENSG00000188086"
"PRSS46P"	100287362	"Prss46"	"MGI:1921556"	"ENSG00000261603"
"PRSS47P"	138652	"Prss47"	"MGI:2685120"	"ENSG00000276717"
"PRSS48"	345062	"Prss48"	"MGI:2685865"	"ENSG00000189099"
"PRSS50"	29122	"Prss50"	"MGI:2447303"	"ENSG00000283706"
"PRSS51"	346702	"Prss51"	"MGI:1921465"	"ENSG00000253649"
"PRSS52P"	100419209	"Prss52"	"MGI:1920632"	"ENSG00000285237"
"PRSS52P"	100419209	"Prss52"	"MGI:1920632"	"ENSG00000284793"
"PRSS53"	339105	"Prss53"	"MGI:2652890"	"ENSG00000151006"
"PRSS54"	221191	"Prss54"	"MGI:1918243"	"ENSG00000103023"
"PRSS55"	203074	"Prss55"	"MGI:1918287"	"ENSG00000184647"
"PRSS55"	203074	"Prss55"	"MGI:1918287"	"ENSG00000285141"
"PRSS56"	646960	"Prss56"	"MGI:1916703"	"ENSG00000237412"
"PRSS57"	400668	"Prss57"	"MGI:1920356"	"ENSG00000185198"
"PRSS58"	136541	"Prss58"	"MGI:3608323"	"ENSG00000276785"
"PRSS58"	136541	"Prss58"	"MGI:3608323"	"ENSG00000258223"
"PRSS59P"	207147	"Prss59"	"MGI:1920731"	"ENSG00000290477"
"PRSS59P"	207147	"Prss59"	"MGI:1920731"	"ENSG00000186163"
"PRSS8"	5652	"Prss8"	"MGI:1923810"	"ENSG00000052344"
"PRTG"	283659	"Prtg"	"MGI:2444710"	"ENSG00000166450"
"PRTN3"	5657	"Prtn3"	"MGI:893580"	"ENSG00000277804"
"PRTN3"	5657	"Prtn3"	"MGI:893580"	"ENSG00000196415"
"PRUNE1"	58497	"Prune1"	"MGI:1925152"	"ENSG00000143363"
"PRUNE2"	158471	"Prune2"	"MGI:1925004"	"ENSG00000106772"
"PRX"	57716	"Prx"	"MGI:108176"	"ENSG00000105227"
"PRXL2A"	84293	"Prxl2a"	"MGI:1917814"	"ENSG00000122378"
"PRXL2B"	127281	"Prxl2b"	"MGI:1913719"	"ENSG00000275125"
"PRXL2B"	127281	"Prxl2b"	"MGI:1913719"	"ENSG00000157870"
"PRXL2C"	195827	"Prxl2c"	"MGI:1913379"	"ENSG00000158122"
"PSAP"	5660	"Psap"	"MGI:97783"	"ENSG00000197746"
"PSAPL1"	768239	"Psapl1"	"MGI:1924193"	"ENSG00000178597"
"PSAT1"	29968	"Psat1"	"MGI:2183441"	"ENSG00000135069"
"PSCA"	8000	"Psca"	"MGI:1919623"	"ENSG00000167653"
"PSD"	5662	"Psd"	"MGI:1920978"	"ENSG00000059915"
"PSD2"	84249	"Psd2"	"MGI:1921252"	"ENSG00000146005"
"PSD3"	23362	"Psd3"	"MGI:1918215"	"ENSG00000156011"
"PSD4"	23550	"Psd4"	"MGI:2674093"	"ENSG00000125637"
"PSEN1"	5663	"Psen1"	"MGI:1202717"	"ENSG00000080815"
"PSEN2"	5664	"Psen2"	"MGI:109284"	"ENSG00000143801"
"PSENEN"	55851	"Psenen"	"MGI:1913590"	"ENSG00000205155"
"PSG1"	5669	"Ceacam1"	"MGI:1347245"	"ENSG00000231924"
"PSG1"	5669	"Ceacam2"	"MGI:1347246"	"ENSG00000231924"
"PSG1"	5669	"Psg18"	"MGI:1347251"	"ENSG00000231924"
"PSG3"	5671	"Ceacam1"	"MGI:1347245"	"ENSG00000221826"
"PSG3"	5671	"Ceacam2"	"MGI:1347246"	"ENSG00000221826"
"PSG3"	5671	"Psg18"	"MGI:1347251"	"ENSG00000221826"
"PSG4"	5672	"Ceacam1"	"MGI:1347245"	"ENSG00000243137"
"PSG4"	5672	"Ceacam2"	"MGI:1347246"	"ENSG00000243137"
"PSG4"	5672	"Psg18"	"MGI:1347251"	"ENSG00000243137"
"PSG5"	5673	"Ceacam11"	"MGI:1914246"	"ENSG00000204941"
"PSG5"	5673	"Ceacam12"	"MGI:1914565"	"ENSG00000204941"
"PSG5"	5673	"Ceacam13"	"MGI:1917035"	"ENSG00000204941"
"PSG5"	5673	"Ceacam3"	"MGI:3646296"	"ENSG00000204941"
"PSG5"	5673	"Ceacam5"	"MGI:1920500"	"ENSG00000204941"
"PSG5"	5673	"Gm5155"	"MGI:3647191"	"ENSG00000204941"
"PSG5"	5673	"Psg17"	"MGI:1347250"	"ENSG00000204941"
"PSG5"	5673	"Psg19"	"MGI:1347252"	"ENSG00000204941"
"PSG5"	5673	"Psg20"	"MGI:1891352"	"ENSG00000204941"
"PSG5"	5673	"Psg21"	"MGI:1891353"	"ENSG00000204941"
